Website,URL
https://pesacheck.org/tagged/burundi,https://pesacheck.org/partiellement-faux-ce-pr%C3%AAtre-du-dioc%C3%A8se-de-kole-na-pas-%C3%A9t%C3%A9-nomm%C3%A9-d%C3%A9put%C3%A9-par-le-pr%C3%A9sident-de-la-621008c005a3?source=---------8-----------------------
https://pesacheck.org/tagged/burundi,https://pesacheck.org/canular-cette-offre-de-cr%C3%A9dit-pour-lachat-des-motos-et-voitures-au-nom-de-la-crdb-bank-burundi-2bce65f1be1e?source=---------6-----------------------
https://pesacheck.org/tagged/burundi,https://twitter.com/pesacheck
https://pesacheck.org/tagged/burundi,https://pesacheck.org/faux-la-tour-eiffel-na-pas-pris-feu-en-janvier-2024-a31fdbf7b023?source=---------3-----------------------
https://pesacheck.org/tagged/burundi,https://pesacheck.org?source=---------1-----------------------
https://pesacheck.org/tagged/burundi,https://pesacheck.org/about
https://pesacheck.org/tagged/burundi,https://pesacheck.org/manipul%C3%A9e-cette-photo-ne-montre-pas-le-pr%C3%A9sident-paul-kagame-exprimant-sa-compassion-suite-aux-b0551f9aec72?source=---------4-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/our-methodology-f3d77521a1ee
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/african-languages/home
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------0-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------7-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------6-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------3-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------8-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------5-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/manipul%C3%A9e-cette-une-du-quotidien-cameroun-tribune-a-%C3%A9t%C3%A9-modifi%C3%A9e-75bf9b33c623?source=---------6-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/faux-la-photo-de-cette-maison-na-pas-%C3%A9t%C3%A9-prise-apr%C3%A8s-les-incendies-survenus-%C3%A0-los-angeles-en-4bd2f940e0f9?source=---------3-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/archive
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/canular-cet-avis-de-recrutement-na-pas-%C3%A9t%C3%A9-%C3%A9mis-par-le-pam-f1f9a147d304?source=---------0-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=logo-lo_1c1ec2f2a8dc---ab41f21aa9a9
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/canular-total-energies-cameroun-na-lanc%C3%A9-aucun-recrutement-rapide-pour-un-nouveau-personnel-952f704a6fc3?source=---------1-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/fran%C3%A7ais/home
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/faux-lancien-premier-ministre-burkinab%C3%A8-apollinaire-joachim-kyelem-de-tambela-n-a-pas-%C3%A9t%C3%A9-nomm%C3%A9-e29756ec8355?source=---------9-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------2-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------4-----------------------
https://pesacheck.org/tagged/cameroon,https://medium.com/
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------8-----------------------
https://pesacheck.org/tagged/cameroon,mailto:info@pesacheck.org
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/kiswahili/home
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------0-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------9-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------2-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/canular-le-minist%C3%A8re-camerounais-de-la-fonction-publique-et-de-la-r%C3%A9forme-administrative-87df6686445f?source=---------7-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/contact-us-3ba3730bf068
https://pesacheck.org/tagged/cameroon,https://medium.com/m/signin?redirect=https%3A%2F%2Fpesacheck.org%2Ftagged%2Fcameroon&source=--------------------------nav_reg&operation=register
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------6-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------7-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------3-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/canular-mtn-cameroun-noffre-pas-480-000-fcfa-de-subvention-pour-le-nouvel-an-dab3ca74bf4e?source=---------5-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------1-----------------------
https://pesacheck.org/tagged/cameroon,https://facebook.com/pesacheck
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------5-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------9-----------------------
https://pesacheck.org/tagged/cameroon,https://medium.com/tag/cameroon
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/our-principles-2e9c5a00ecb1
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/faux-ces-photos-ne-montrent-pas-le-crash-dun-avion-fran%C3%A7ais-au-b%C3%A9nin-en-janvier-2025-51e0f6912145?source=---------2-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/partiellement-faux-le-pr%C3%A9sident-ibrahim-traor%C3%A9-na-pas-rendu-visite-aux-balayeurs-de-rue-en-2025-232003bdd40d?source=---------4-----------------------
https://pesacheck.org/tagged/cameroon,https://rsci.app.link/?%24canonical_url=https%3A%2F%2Fmedium.com/pesa-check%3F~feature=LoMobileNavBar&~channel=ShowCollectionHome&~stage=m2
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/@PesaCheck?source=---------4-----------------------
https://pesacheck.org/tagged/cameroon,https://medium.com/m/signin?redirect=https%3A%2F%2Fpesacheck.org%2Ftagged%2Fcameroon&source=--------------------------nav_reg&operation=login
https://pesacheck.org/tagged/cameroon,https://twitter.com/pesacheck
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/canular-les-volontaires-onu-nont-lanc%C3%A9-aucun-recrutement-pour-l-ann%C3%A9e-2024-2025-71638c31df76?source=---------8-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org?source=---------1-----------------------
https://pesacheck.org/tagged/cameroon,https://pesacheck.org/about
https://stopintox.cm/,https://stopintox.cm/2019/07/04/oui-le-chocolat-mambo-est-un-produit-made-in-cameroun-meme-si-lentreprise-qui-le-produit-est-a-capitaux-etrangers/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/culture/gastronomie/
https://stopintox.cm/,https://stopintox.cm/category/religion/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/04/15/non-cette-image-na-pas-ete-prise-en-afrique-du-sud/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://stopintox.cm/category/fact-check/economie/economie-cameroun/
https://stopintox.cm/,https://stopintox.cm/2022/07/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/sport/football/can-2021/
https://stopintox.cm/,https://stopintox.cm/2021/10/
https://stopintox.cm/,https://stopintox.cm/2024/11/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/eau-sante-environnement/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/culture/cinema/
https://stopintox.cm/,https://stopintox.cm/2024/04/15/non-cette-image-na-pas-ete-prise-en-afrique-du-sud/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/culture/voyages/
https://stopintox.cm/,https://stopintox.cm/2020/05/
https://stopintox.cm/,https://www.francophonie.org/
https://stopintox.cm/,https://stopintox.cm/author/meryle/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/planete/
https://stopintox.cm/,https://stopintox.cm/2019/08/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/politique/
https://stopintox.cm/,https://stopintox.cm/2021/09/
https://stopintox.cm/,https://www.facebook.com/StopintoxCameroun/
https://stopintox.cm/,https://stopintox.cm/2022/10/
https://stopintox.cm/,http://wordpress.org/
https://stopintox.cm/,https://twitter.com/share?url=https://stopintox.cm/2024/04/26/annie-payep-nlepe-il-faut-adopter-une-loi-qui-oblige-les-detenteurs-du-pouvoir-public-a-repondre-aux-journalistes/&text=Annie%20Payep%C2%A0-Nlepe%20%3A%20%C2%AB%C2%A0Il%20faut%20adopter%20une%20loi%20qui%20oblige%20les%20d%C3%A9tenteurs%20du%20pouvoir%20public%20%C3%A0%20r%C3%A9pondre%20aux%20journalistes%20%C2%BB
https://stopintox.cm/,https://twitter.com/share?url=https://stopintox.cm/2024/04/18/non-cole-palmer-na-pas-les-origines-camerounaises/&text=Non%2C%20Cole%20Palmer%20n%E2%80%99a%20pas%20les%20origines%20camerounaises
https://stopintox.cm/,https://stopintox.cm/category/fact-check/economie/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/culture/scenes/
https://stopintox.cm/,https://twitter.com/share?url=https://stopintox.cm/2024/10/03/non-cette-video-montrant-une-ecole-qui-seffondre-sur-les-eleves-ne-provient-pas-de-lextreme-nord-du-cameroun/&text=Non%2C%20cette%20vid%C3%A9o%20montrant%20une%20%C3%A9cole%20qui%20s%E2%80%99effondre%20sur%20les%20%C3%A9l%C3%A8ves%20ne%20provient%20pas%20de%20l%E2%80%99Extr%C3%AAme-Nord%20du%20Cameroun
https://stopintox.cm/,https://www.linkedin.com/shareArticle?mini=true&url=https://stopintox.cm/2024/08/13/non-ces-images-nont-pas-ete-prises-dans-la-ville-de-kribi/
https://stopintox.cm/,https://TuMetsCombien.com/stopintox
https://stopintox.cm/,https://stopintox.cm/apropos
https://stopintox.cm/,https://stopintox.cm/2022/03/
https://stopintox.cm/,https://stopintox.cm/2019/07/
https://stopintox.cm/,https://stopintox.cm/2024/04/26/annie-payep-nlepe-il-faut-adopter-une-loi-qui-oblige-les-detenteurs-du-pouvoir-public-a-repondre-aux-journalistes/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/06/04/non-la-video-en-circulation-ne-montre-pas-une-delegation-de-la-fifa-arrivee-au-cameroun/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://www.linkedin.com/shareArticle?mini=true&url=https://stopintox.cm/2024/04/19/non-cette-video-dune-jeune-fille-torturant-un-nourrisson-na-pas-ete-tournee-au-cameroun/
https://stopintox.cm/,https://stopintox.cm/2023/07/
https://stopintox.cm/,https://stopintox.cm/feed/
https://stopintox.cm/,https://stopintox.cm/2023/05/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/10/05/non-un-chinois-na-pas-ete-intronise-chef-de-3eme-degre-a-ngaoundere/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://stopintox.cm/2024/03/
https://stopintox.cm/,https://stopintox.cm/2023/09/
https://stopintox.cm/,https://stopintox.cm/2021/05/27/cameroun-le-bepc-2021-aura-bien-lieu-du-14-au-18-juin/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/economie/emploi/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/05/13/desinformation-astuces-pour-contrer-les-fakes-news/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://stopintox.cm/2020/07/
https://stopintox.cm/,https://stopintox.cm/2020/04/
https://stopintox.cm/,https://twitter.com/share?url=https://stopintox.cm/2024/08/13/non-ces-images-nont-pas-ete-prises-dans-la-ville-de-kribi/&text=Non%2C%20ces%20images%20n%E2%80%99ont%20pas%20%C3%A9t%C3%A9%20prises%20dans%20la%20ville%20de%20Kribi
https://stopintox.cm/,https://stopintox.cm/category/societe/
https://stopintox.cm/,https://stopintox.cm/2019/06/
https://stopintox.cm/,https://stopintox.cm/gestion-des-corrections/
https://stopintox.cm/,https://stopintox.cm/2022/11/
https://stopintox.cm/,https://twitter.com/share?url=https://stopintox.cm/2024/06/04/non-la-video-en-circulation-ne-montre-pas-une-delegation-de-la-fifa-arrivee-au-cameroun/&text=Non%2C%20la%20vid%C3%A9o%20en%20circulation%20ne%20montre%20pas%20une%20d%C3%A9l%C3%A9gation%20de%20la%20FIFA%20arriv%C3%A9e%20au%20Cameroun
https://stopintox.cm/,https://stopintox.cm/2021/03/
https://stopintox.cm/,https://www.specificfeeds.com/widgets/emailSubscribeEncFeed/R0dRVzZtaklSRDRWeGdtNjBpYmszdjNuZzJ0TVVLaDMyY1liWUVxRXJQKzF0VXRncG02QUZtbmk5dmNKRjQ1akdtM2FjWVdub0RSZHZSL05KNHNiQk42VGZBQUc1RG5aYVlOTXcwTnNYUjNyMVEwWGFVcjQxR0RxMmdHL0toQ1R8VmgrQXhXUTI4bmlCaHZQdDI0UndDSmtmcWxBTEFZMzNLaGUxOUFaU3poMD0=/OA==/
https://stopintox.cm/,https://t.me/stopintoxnow?&text=Stop%2520Intox%2520Now
https://stopintox.cm/,https://stopintox.cm/category/notre-actu/
https://stopintox.cm/,https://stopintox.cm/category/actu/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/08/13/non-ces-images-nont-pas-ete-prises-dans-la-ville-de-kribi/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://stopintox.cm/2019/11/
https://stopintox.cm/,https://www.linkedin.com/shareArticle?mini=true&url=https://stopintox.cm/2024/05/13/desinformation-astuces-pour-contrer-les-fakes-news/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/sport/football/
https://stopintox.cm/,https://stopintox.cm/2022/02/
https://stopintox.cm/,https://stopintox.cm/2023/11/
https://stopintox.cm/,https://stopintox.cm/2024/06/
https://stopintox.cm/,https://stopintox.cm/2019/05/
https://stopintox.cm/,https://stopintox.cm
https://stopintox.cm/,https://stopintox.cm/category/fact-check/international/
https://stopintox.cm/,https://stopintox.cm/2023/08/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/10/03/non-cette-video-montrant-une-ecole-qui-seffondre-sur-les-eleves-ne-provient-pas-de-lextreme-nord-du-cameroun/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://stopintox.cm/2021/07/
https://stopintox.cm/,https://stopintox.cm/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/05/29/oui-un-parent-peut-contraindre-legalement-son-enfant-a-lassister/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://stopintox.cm/2020/11/27/non-les-codes-1993-et-15067-ne-permettent-ni-de-retrouver-le-numero-de-cni-dune-personne-ni-de-reinitialiser-le-code-secret-orange-money/
https://stopintox.cm/,https://stopintox.cm/2024/06/04/non-la-video-en-circulation-ne-montre-pas-une-delegation-de-la-fifa-arrivee-au-cameroun/
https://stopintox.cm/,https://www.facebook.com/sharer/sharer.php?u=https://stopintox.cm/2024/06/10/non-la-video-dans-laquelle-on-voit-samuel-etoo-avoir-un-entretien-avec-le-ministre-narcisse-mouelle-kombi-na-pas-ete-tournee-lors-du-match-cameroun-contre-le-cap-vert/&display=popup&ref=plugin&src=share_button
https://stopintox.cm/,https://www.linkedin.com/shareArticle?mini=true&url=https://stopintox.cm/2024/04/18/non-cole-palmer-na-pas-les-origines-camerounaises/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/economie/energie/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/economie/economie-africaine/
https://stopintox.cm/,https://stopintox.cm/2024/04/19/non-cette-video-dune-jeune-fille-torturant-un-nourrisson-na-pas-ete-tournee-au-cameroun/
https://stopintox.cm/,https://www.linkedin.com/in/anniepayep
https://stopintox.cm/,https://stopintox.cm/2021/11/
https://stopintox.cm/,https://stopintox.cm/2022/06/
https://stopintox.cm/,https://stopintox.cm/2023/04/
https://stopintox.cm/,https://stopintox.cm/2023/03/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/infrastructures/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/
https://stopintox.cm/,https://stopintox.cm/category/fact-check/culture/musiques/
https://stopintox.cm/,https://twitter.com/share?url=https://stopintox.cm/2024/06/10/non-la-video-dans-laquelle-on-voit-samuel-etoo-avoir-un-entretien-avec-le-ministre-narcisse-mouelle-kombi-na-pas-ete-tournee-lors-du-match-cameroun-contre-le-cap-vert/&text=Non%2C%20la%20vid%C3%A9o%20dans%20laquelle%20on%20voit%20Samuel%20Eto%E2%80%99o%20avoir%20un%20entretien%20avec%20le%20Ministre%20Narcisse%20Mouelle%20Kombi%20n%E2%80%99a%20pas%20%C3%A9t%C3%A9%20tourn%C3%A9e%20lors%20du%20match%20Cameroun%20contre%20Cap-Vert
https://stopintox.cm/,https://stopintox.cm/2024/08/13/non-ces-images-nont-pas-ete-prises-dans-la-ville-de-kribi/
https://stopintox.cm/,https://twitter.com/share?url=https://stopintox.cm/2024/05/13/desinformation-astuces-pour-contrer-les-fakes-news/&text=D%C3%A9sinformation%20%3A%20astuces%20pour%20contrer%20les%20fakes%20news
https://stopintox.cm/,https://stopintox.cm/2022/08/
