Row,Fact Check Number,Fact Check Text
164,1,India Today
165,1,Maldita.es
166,1,Aos Fatos
167,1,misbar.com
168,1,全民查假會社
169,1,AFP Fact Check
170,1,FactCheck.org
171,1,USA Today
172,1,Efecto Cocuyo
173,1,Newtral
174,1,Aos Fatos
175,1,Logically Facts
176,1,Lead Stories
177,1,مسبار
178,1,Snopes
179,1,Aos Fatos
180,1,فکت‌نامه
181,1,Lead Stories
182,1,Snopes
183,1,Vijaya Karnataka
184,1,misbar.com
185,1,Check Your Fact
186,1,全民查假會社
187,1,Maldita.es
188,1,StopFake.org
189,1,StopFake.org
190,1,StopFake
191,1,StopFake
192,1,EFE Verifica
193,1,StopFake
194,1,StopFake
195,1,OKO.press
196,1,Snopes
197,1,OKO.press
198,1,OKO.press
199,1,Maldita.es
200,1,StopFake
1,1,VOA Indonesia
2,1,The France 24 Observers
3,1,Full Fact
4,1,Вистиномер
5,1,Snopes
6,1,فتبينوا
7,1,Вокс Україна
8,1,Lead Stories
9,1,Проверено.Медиа
10,1,AFP Fakty
11,1,Telugu Post
12,1,The Quint
13,1,Newsweek
14,1,TF1 Info
15,1,في ميزان فرانس برس
16,1,Navbharat Times - Indiatimes
17,1,Вистиномер
18,1,Maharashtra Times - Indiatimes
19,1,مسبار
20,1,StopFake
21,1,StopFake
22,1,OKO.press
23,1,Проверено.Медиа
24,1,AFP Factual
25,1,Голос Америки
26,1,Teyit
27,1,USA Today
28,1,Вокс Україна
29,1,VOA
30,1,Maharashtra Times - Indiatimes
31,1,Ellinika Hoaxes
32,1,Tjekdet
33,1,VOA
34,1,فتبينوا
35,1,Navbharat Times - Indiatimes
36,1,StopFake.org
37,1,StopFake
38,1,StopFake
39,1,Full Fact
40,1,StopFake
41,1,فتبينوا
42,1,StopFake
43,1,مسبار
44,1,FactReview
45,1,StopFake
46,1,Check Your Fact
47,1,Вистиномер
48,1,Logically Facts
49,1,Вистиномер
50,1,مسبار
51,1,Вокс Україна
52,1,Lighthouse Journalism
53,1,Fast Check 🔍
54,1,Bufale.net
55,1,AajTak Bangla
56,1,TF1 Info
57,1,Lead Stories
58,1,VOA Indonesia
59,1,في ميزان فرانس برس
60,1,台灣媒體素養計畫 - 事實查核中心
61,1,Faktograf
62,1,mfcc.mn
63,1,Вокс Україна
64,1,Ellinika Hoaxes
65,1,dpa-factchecking
66,1,Вокс Україна
67,1,Voz de América
68,1,مسبار
69,1,AFP Fact Check
70,1,Australian Associated Press
71,1,Проверено.Медиа
72,1,Teyit
73,1,Вистиномер
74,1,مسبار
75,1,مسبار
76,1,Verificado MX
77,1,Animal Politico
78,1,Doğruluk Payı
79,1,Вистиномер
80,1,StopFake
81,1,Вокс Україна
82,1,misbar.com
83,1,VOA
84,1,StopFake
85,1,StopFake
86,1,StopFake
87,1,VOA
88,1,Rappler
89,1,StopFake
90,1,StopFake
91,1,Factuel AFP
92,1,VOA Thai
93,1,Doğruluk Payı
94,1,Estadão
95,1,Logically Facts
96,1,dpa-factchecking
97,1,Вокс Україна
98,1,dpa-factchecking
99,1,StopFake
100,1,StopFake
101,1,VOA
102,1,သတင်းအချက်အလက်စိစစ်မှု
103,1,المشاهد نت
104,1,StopFake
105,1,Fasocheck
106,1,VOA Indonesia
107,1,StopFake.org
108,1,StopFake
109,1,Factcheck Nederland
110,1,Cek Fakta Tempo - Tempo.co
111,1,StopFake
112,1,PolitiFact
113,1,Tempo.co
114,1,StopFake
115,1,Voz de América
116,1,ColombiaCheck
117,1,VOA
118,1,StopFake.org
119,1,Polígrafo - SAPO
120,1,Correctiv
121,1,annie lab
122,1,Faktograf
123,1,Вокс Україна
124,1,dpa-factchecking
125,1,Вокс Україна
126,1,Ellinika Hoaxes
127,1,သတင်းအချက်အလက်စိစစ်မှု
128,1,AFP Checamos
129,1,misbar.com
130,1,AFP Fact Check
131,1,فتبينوا
132,1,Newtral
133,1,Вистиномер
134,1,FACTLY
135,1,Animal Politico
136,1,ColombiaCheck
137,1,Вистиномер
138,1,Lead Stories
139,1,Greece Fact Check
140,1,Ellinika Hoaxes
141,1,Ellinika Hoaxes
142,1,AFP Checamos
143,1,Factuel AFP
144,1,Maldita.es
145,1,Newschecker
146,1,AFP Checamos
147,1,Voz de América
148,1,فتبينوا
149,1,AFP Fact Check
150,1,فتبينوا
151,1,India Today
152,1,Correctiv
153,1,Проверено.Медиа
154,1,StopFake
155,1,StopFake
156,1,AFP Fact Check
157,1,StopFake.org
158,1,misbar.com
159,1,dpa-factchecking
160,1,Вистиномер
161,1,Вистиномер
162,1,AFP Factual
163,1,AFP Factual
164,1,Ellinika Hoaxes
165,1,Check Your Fact
166,1,misbar.com
167,1,Teyit
168,1,AFP Fakty
169,1,VOA
170,1,EFE Verifica
171,1,Lead Stories
172,1,Newtral
173,1,مسبار
174,1,Logically Facts
175,1,Fast Check 🔍
177,1,AFP Factual
178,1,فارق
179,1,Greece Fact Check
180,1,في ميزان فرانس برس
1,1,VOA
2,1,Full Fact
3,1,FactCheck.org
4,1,AP News
5,1,AP News
6,1,FactCheck.org
7,1,Full Fact
8,1,VERIFYThis.com
9,1,Full Fact
10,1,AP News
11,1,Full Fact
12,1,Full Fact
13,1,Full Fact
14,1,USA Today
15,1,AP News
16,1,Full Fact
17,1,Full Fact
18,1,AP News
19,1,FactCheck.org
20,1,USA Today
1,1,Snopes
2,1,AFP Factual
3,1,Lead Stories
4,1,Franceinfo
6,1,Lead Stories
7,1,Logically Facts
8,1,UOL Notícias
9,1,Lead Stories
10,1,BOL - UOL
11,1,Lead Stories
12,1,Factchequeado.com
13,1,Check Your Fact
14,1,Estadão
15,1,Check Your Fact
16,1,Demagog
17,1,NewsMobile
18,1,Greece Fact Check
19,1,Maldita.es
20,1,Check Your Fact
21,1,Lead Stories
22,1,Voz de América
23,1,Snopes
24,1,Bufale.net
25,1,The Journal
26,1,Tjekdet
27,1,Fact Crescendo Assamese
28,1,The Journal
29,1,dpa-factchecking
30,1,dpa-factchecking
31,1,Telugu Post
32,1,Lead Stories
33,1,dpa-factchecking
34,1,THIP Media
36,1,PolitiFact
37,1,BOL - UOL
39,1,Ténykérdés
40,1,YouTurn
41,1,DigitEye India
42,1,Newschecker
43,1,Estadão
44,1,manoramaonline.com
45,1,Navbharat Times - Indiatimes
46,1,Bolivia Verifica
47,1,dpa-factchecking
48,1,USA Today
49,1,Samayam Telugu
50,1,Check Your Fact
51,1,The Journal
52,1,Newsweek
53,1,FACTLY
54,1,USA Today
55,1,USA Today
56,1,USA Today
57,1,Observador
58,1,Newsweek
59,1,Observador
60,1,팩트체크
61,1,Observador
62,1,Lead Stories
63,1,Australian Associated Press
64,1,Lead Stories
65,1,TF1 Info
66,1,Observador
67,1,AFP Fact Check
68,1,Samayam Tamil
69,1,Snopes
70,1,Observador
71,1,Observador
72,1,Lead Stories
73,1,Observador
74,1,USA Today
75,1,Lead Stories
76,1,Lead Stories
77,1,Lead Stories
78,1,Fact Crescendo Sri Lanka
79,1,USA Today
80,1,Samayam Telugu
81,1,Samayam Telugu
82,1,Lead Stories
83,1,Logically Facts
84,1,Snopes
85,1,Snopes
86,1,Telugu Post
87,1,Vijaya Karnataka
88,1,Demagog
89,1,Quint Hindi
90,1,Lead Stories
91,1,Samayam Tamil
92,1,Esakal
93,1,Snopes
94,1,Snopes
95,1,Amar Ujala
96,1,Lupa - UOL
97,1,Logically Facts
98,1,20 Minutes
99,1,Logically Facts
100,1,BOL - UOL
101,1,Samayam Telugu
102,1,Snopes
103,1,FactCheck.org
104,1,Samayam Malayalam
105,1,Logically Facts
106,1,Maharashtra Times - Indiatimes
107,1,YouTurn
108,1,BOL - UOL
109,1,FACTLY
110,1,NewsMobile
111,1,Cek Fakta Tempo - Tempo.co
112,1,فکت‌نامه
113,1,Check Your Fact
114,1,KHOU
114,2,KREM
114,3,KSDK
115,1,Tempo.co
116,1,Navbharat Times - Indiatimes
117,1,Check Your Fact
118,1,The Quint
119,1,팩트체크
120,1,AFP Fact Check
121,1,AFP Fact Check
122,1,Newschecker
123,1,PolitiFact
124,1,Snopes
125,1,PolitiFact
126,1,Australian Associated Press
127,1,Snopes
128,1,USA Today
129,1,PolitiFact
130,1,Lead Stories
131,1,فکت‌نامه
132,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
133,1,Check Your Fact
134,1,USA Today
135,1,Check Your Fact
136,1,Lead Stories
137,1,Snopes
138,1,PolitiFact
139,1,Check Your Fact
140,1,El Debate
141,1,Lead Stories
142,1,USA Today
143,1,Rappler
144,1,USA Today
145,1,Lead Stories
146,1,Lead Stories
147,1,PolitiFact
148,1,USA Today
149,1,DigitEye India
150,1,PolitiFact
152,1,FactCheck.org
153,1,NewsMobile
154,1,Snopes
155,1,Snopes.com
156,1,BOL - UOL
157,1,Snopes.com
158,1,PolitiFact
159,1,Demagog
160,1,Snopes
161,1,Snopes
162,1,Snopes.com
163,1,Snopes
164,1,Aos Fatos
165,1,Ellinika Hoaxes
166,1,Snopes.com
167,1,Lead Stories
168,1,Logically Facts
169,1,India Today
170,1,Estadão
171,1,PolitiFact
172,1,Projeto Comprova
173,1,Lead Stories
174,1,Lead Stories
175,1,Observador
176,1,Full Fact
177,1,La Silla Vacía
178,1,USA Today
179,1,Проверено.Медиа
180,1,Вокс Україна
181,1,La Silla Vacía
182,1,Проверено.Медиа
183,1,Demagog
184,1,UOL Notícias
185,1,Observador
186,1,ColombiaCheck
187,1,AFP Checamos
188,1,Full Fact
189,1,Observador
190,1,Snopes
191,1,Ellinika Hoaxes
192,1,Aos Fatos
193,1,Lead Stories
194,1,Observador
195,1,Full Fact
196,1,Estadão
197,1,Observador
198,1,Aos Fatos
199,1,AFP Factual
200,1,Australian Associated Press
1,1,Demagog
2,1,KREM
2,2,KSDK
2,3,KTVB
3,1,Check Your Fact
4,1,PolitiFact
5,1,Lead Stories
6,1,KTVB
7,1,WGRZ
7,2,WQAD
7,3,KIII
9,1,AFP Fact Check
10,1,Faktograf
11,1,AFP Fact Check
12,1,PolitiFact
13,1,AFP Fact Check
14,1,Lead Stories
15,1,Snopes
16,1,AFP-Faktenchecks
17,1,Snopes
18,1,AFP Fact Check
19,1,Radio-Canada
20,1,Snopes
1,1,BOL - UOL
2,1,AFP Fact Check
3,1,AFP Fact Check
4,1,AFP Fact Check
5,1,dpa-factchecking
6,1,VERA Files
7,1,오마이뉴스
8,1,AFP Factual
9,1,VERA Files
10,1,Factcheck Nederland
11,1,台灣媒體素養計畫 - 台灣事實查核中心
12,1,Teyit
13,1,StopFake
14,1,AFP Fact Check
15,1,Newschecker
16,1,AFP Fact Check
17,1,AFP Fact Check
18,1,Vijaya Karnataka
19,1,AFP Fact Check
20,1,AFP Fact Check
21,1,AFP Fact Check
22,1,Fact Crescendo Cambodia
23,1,Full Fact
24,1,NewsMobile
25,1,AFP Fact Check
26,1,သတင်းအချက်အလက်စိစစ်မှု
27,1,ตรวจสอบข้อเท็จจริง
28,1,ตรวจสอบข้อเท็จจริง
29,1,AFP Fact Check
30,1,Ellinika Hoaxes
31,1,သတင်းအချက်အလက်စိစစ်မှု
32,1,Animal Politico
33,1,Australian Associated Press
34,1,Vijaya Karnataka
35,1,Amar Ujala
36,1,Teyit
37,1,USA Today
38,1,مسبار
39,1,Cek Fakta Tempo - Tempo.co
40,1,Tempo.co
41,1,misbar.com
42,1,팩트체크
43,1,Navbharat Times - Indiatimes
44,1,AFP Fact Check
45,1,USA Today
46,1,FACTLY
47,1,Teyit
48,1,dpa-factchecking
49,1,misbar.com
50,1,全民查假會社
51,1,Teyit
52,1,AFP Fact Check
53,1,مسبار
54,1,AFP Fact Check
55,1,Full Fact
56,1,ตรวจสอบข้อเท็จจริง
57,1,Amar Ujala
58,1,Newtral
60,1,台灣媒體素養計畫 - 台灣事實查核中心
61,1,Newtral
62,1,dpa-factchecking
63,1,Teyit
64,1,FACTLY
65,1,台灣媒體素養計畫 - 台灣事實查核中心
66,1,مسبار
67,1,Snopes
69,1,팩트체크
70,1,AFP Fact Check
71,1,AFP Fact Check
72,1,AFP Fact Check
73,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
74,1,FACTLY
75,1,AFP Fact Check
76,1,AFP Fact Check
77,1,台灣媒體素養計畫 - 台灣事實查核中心
78,1,India Today
79,1,AFP Fact Check
80,1,AFP Fact Check
81,1,AFP Fact Check
82,1,Rappler
84,1,AFP Fact Check
85,1,Navbharat Times - Indiatimes
86,1,VERIFYThis.com
87,1,오마이뉴스
88,1,Lead Stories
89,1,팩트체크
90,1,台灣媒體素養計畫
91,1,台灣事實查核中心
92,1,AFP Fact Check
93,1,AFP Fact Check
94,1,AFP Fact Check
95,1,台灣媒體素養計畫
96,1,台灣媒體素養計畫 - 事實查核中心
97,1,全民查假會社
98,1,FactCheck.org
99,1,팩트체크
100,1,AFP Fact Check
101,1,AFP Fact Check
102,1,AFP Fact Check
103,1,AFP Fact Check
104,1,AFP Fact Check
105,1,AFP Fact Check
106,1,AFP Fact Check
107,1,AFP Fact Check
108,1,Ellinika Hoaxes
109,1,팩트체크
110,1,VOA
111,1,AFP Fact Check
112,1,AFP Fact Check
113,1,AFP Fact Check
114,1,Snopes.com
115,1,AFP Fact Check
116,1,AFP Fact Check
117,1,Periksa Fakta
118,1,AFP Fact Check
119,1,AFP Fact Check
122,1,AFP Fact Check
123,1,AFP Fact Check
124,1,AFP Fact Check
125,1,AFP Fact Check
126,1,AFP Fact Check
127,1,Ghana Fact
128,1,AFP Fact Check
129,1,AFP Fact Check
130,1,Ghana Fact
131,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
132,1,AFP Fact Check
133,1,AFP Fact Check
134,1,AFP Fact Check
135,1,AFP Fact Check
136,1,Rappler
137,1,AFP Fact Check
138,1,AFP Fact Check
139,1,The Quint
140,1,AFP Fact Check
141,1,The Quint
142,1,AFP Fact Check
143,1,台灣事實查核中心
144,1,AFP Fact Check
145,1,AFP Fact Check
146,1,AFP Fact Check
147,1,AFP Fact Check
148,1,팩트체크
150,1,AFP Fact Check
151,1,AFP Fact Check
152,1,Rappler
153,1,AFP Fact Check
154,1,VERA Files
155,1,AFP Fact Check
156,1,FACTLY
157,1,AFP Fact Check
158,1,VERA Files
159,1,AFP Fact Check
161,1,AFP Fact Check
162,1,AFP Fact Check
163,1,Rappler
164,1,NewsMobile
165,1,AFP Fact Check
166,1,PolitiFact
167,1,AFP Fact Check
168,1,AFP Fact Check
170,1,VERA Files
171,1,FACTLY
172,1,BOOM Fact Check
173,1,Science Feedback
174,1,VERA Files
175,1,오마이뉴스
176,1,Observador
177,1,VERA Files
178,1,Rappler
179,1,Rappler
180,1,AFP Fact Check
181,1,AFP Fact Check
182,1,全民查假會社
183,1,VERA Files
184,1,FactCheck.org
185,1,AFP Fact Check
186,1,팩트체크
187,1,annie lab
188,1,India Today
189,1,AFP Fact Check
190,1,AFP Fact Check
191,1,misbar.com
192,1,Fact Crescendo Cambodia
193,1,annie lab
194,1,AFP Fact Check
195,1,VERA Files
196,1,AFP Fact Check
197,1,Teyit
198,1,Fact Crescendo Cambodia
199,1,10tv.com
199,2,WTSP.com
199,3,weareiowa.com
200,1,Observador
1,1,Australian Associated Press
2,1,Tempo.co
3,1,Estadão
4,1,Australian Associated Press
5,1,ตรวจสอบข้อเท็จจริง
6,1,Science Feedback
7,1,BOL - UOL
8,1,Samayam Telugu
9,1,Demagog
10,1,Ellinika Hoaxes
12,1,Semakan Fakta
13,1,Tempo.co
15,1,Snopes.com
16,1,Greece Fact Check
17,1,Efecto Cocuyo
18,1,Snopes
19,1,Estadão
20,1,The Quint
21,1,Ellinika Hoaxes
22,1,فکت‌نامه
23,1,Ellinika Hoaxes
24,1,Press Trust of India
25,1,BOL - UOL
26,1,Science Feedback
27,1,EFE Verifica
28,1,Вистиномер
29,1,Science Feedback
30,1,Logically Facts
31,1,Estadão
32,1,dpa-factchecking
33,1,Factchequeado.com
35,1,Rappler
36,1,AFP Fact Check
37,1,Lead Stories
38,1,Check Your Fact
39,1,Ellinika Hoaxes
40,1,Samayam Malayalam
41,1,Faktograf
42,1,Tempo.co
43,1,Australian Associated Press
44,1,Maharashtra Times - Indiatimes
45,1,Observador
46,1,Amar Ujala
47,1,पीटीआई
48,1,Telugu Post
50,1,Factico
51,1,Estadão
52,1,日本ファクトチェックセンター (JFC)
53,1,Demagog
54,1,THIP Media
55,1,Demagog
56,1,PolitiFact
57,1,Science Feedback
58,1,Demagog
59,1,فکت‌نامه
60,1,Demagog
61,1,FACTLY
62,1,Du-Check
63,1,Ellinika Hoaxes
64,1,ελληνικό Fact Check
65,1,Ellinika Hoaxes
66,1,AFP Checamos
67,1,Estadão
68,1,Factico
69,1,Bufale.net
70,1,Bufale.net
71,1,EFE Verifica
72,1,Provera činjenica
74,1,Lead Stories
75,1,Fast Check 🔍
77,1,Science Feedback
78,1,Estadão
79,1,Australian Associated Press
80,1,THIP Media
81,1,THIP Media
82,1,AFP Checamos
83,1,Tempo.co
84,1,Demagog
85,1,Demagog
86,1,USA Today
87,1,Estadão
88,1,Bufale.net
89,1,Demagog
90,1,Tempo.co
91,1,PolitiFact
92,1,USA Today
93,1,THIP Media
94,1,Logically Facts
95,1,Demagog
96,1,Lead Stories
97,1,Fast Check 🔍
98,1,Вистиномер
99,1,Ellinika Hoaxes
100,1,Provjera činjenica
1,1,Samayam Malayalam
3,1,Navbharat Times - Indiatimes
4,1,THIP Media
6,1,Newtral
7,1,Samayam Telugu
8,1,Samayam Tamil
9,1,Samayam Malayalam
10,1,Asianet News
11,1,مسبار
12,1,Bufale.net
13,1,Samayam Malayalam
14,1,Greece Fact Check
15,1,Samayam Telugu
17,1,Maharashtra Times - Indiatimes
18,1,DigitEye India
19,1,Samayam Telugu
20,1,Maharashtra Times - Indiatimes
21,1,Samayam Malayalam
22,1,Samayam Telugu
23,1,India TV Hindi
24,1,Navbharat Times - Indiatimes
25,1,مسبار
26,1,مسبار
27,1,Maharashtra Times - Indiatimes
28,1,Samayam Malayalam
29,1,أخبار ميتر
30,1,Bufale.net
31,1,NewsMobile
32,1,Samayam Telugu
33,1,Samayam Tamil
34,1,Samayam Tamil
36,1,Проверено.Медиа
37,1,DigitEye India
38,1,Samayam Telugu
39,1,Aaj Tak
40,1,Maharashtra Times - Indiatimes
41,1,Maldita.es
41,2,Newtral
42,1,Alt News
43,1,Factcheck.bg
44,1,Maldita.es
45,1,Maldita.es
45,2,Maldita.es
46,1,Navbharat Times - Indiatimes
47,1,Vijaya Karnataka
48,1,THIP Media
49,1,مسبار
50,1,Newschecker
51,1,Aaj Tak
52,1,FoodFacts.org
53,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
54,1,misbar.com
55,1,NewsMeter
56,1,Newschecker
57,1,Kallxo.com
58,1,Alt News
59,1,Tempo.co
60,1,Kallxo.com
61,1,Amar Ujala
62,1,Telugu Post
63,1,Maharashtra Times - Indiatimes
64,1,Samayam Tamil
65,1,مسبار
66,1,Gigafact
67,1,Samayam Tamil
68,1,misbar.com
69,1,vishvasnews.com
70,1,Newschecker
71,1,Samayam Malayalam
72,1,The Quint
73,1,Samayam Tamil
75,1,Amar Ujala
76,1,Telugu Post
77,1,Telugu Post
78,1,Boom Live
79,1,VOA Indonesia
80,1,Bufale.net
81,1,OKO.press
82,1,EFE Verifica
83,1,The Quint
84,1,Navbharat Times - Indiatimes
85,1,India TV Hindi
86,1,BOOM Bangladesh
87,1,Samayam Telugu
88,1,Newschecker
89,1,Maharashtra Times - Indiatimes
90,1,Snopes
91,1,AajTak Bangla
92,1,Alt News
93,1,Navbharat Times - Indiatimes
94,1,Kallxo.com
95,1,ICIR Nigeria
96,1,Navbharat Times - Indiatimes
97,1,Vijaya Karnataka
98,1,Samayam Malayalam
99,1,Bufale.net
100,1,Aaj Tak
101,1,Newschecker
102,1,Newschecker
103,1,Maharashtra Times - Indiatimes
104,1,Newschecker
105,1,Samayam Telugu
106,1,Samayam Malayalam
107,1,Greece Fact Check
108,1,Amar Ujala
109,1,misbar.com
110,1,مسبار
111,1,Kallxo.com
112,1,Kallxo.com
113,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
114,1,Vijaya Karnataka
115,1,Samayam Telugu
116,1,Boom Live
117,1,BOOM Bangladesh
118,1,Fact Crescendo Cambodia
119,1,Vijaya Karnataka
120,1,FoodFacts.org
121,1,Samayam Tamil
122,1,Telugu Post
123,1,Telugu Post
124,1,Kallxo.com
125,1,Navbharat Times - Indiatimes
126,1,Bufale.net
127,1,Navbharat Times - Indiatimes
129,1,NewsMeter
130,1,Samayam Telugu
131,1,Samayam Tamil
132,1,Samayam Telugu
133,1,BOOM Fact Check
134,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
135,1,Kallxo.com
136,1,Maharashtra Times - Indiatimes
137,1,مسبار
138,1,Animal Politico
139,1,Boom Live
140,1,Aaj Tak
141,1,Telugu Post
142,1,Maharashtra Times - Indiatimes
143,1,Maldita.es
145,1,Alt News
146,1,NewsMobile
147,1,Maldita.es
148,1,Maldita.es
150,1,NewsMobile
151,1,Maldita.es
152,1,NewsMobile
153,1,The France 24 Observers
154,1,Lupa - UOL
155,1,Lokmat
156,1,PolitiFact
157,1,Maharashtra Times - Indiatimes
158,1,Correctiv
159,1,Lead Stories
160,1,AFP Factual
161,1,فکت‌نامه
162,1,Full Fact
163,1,AFP Fact Check
164,1,dpa-factchecking
165,1,Samayam Telugu
166,1,Maharashtra Times - Indiatimes
167,1,Newschecker
168,1,Doğruluk Payı
169,1,FactCheckHub
170,1,Tempo.co
171,1,NewsMeter
172,1,misbar.com
173,1,afp verificat
174,1,AajTak Bangla
175,1,AFP Factual
176,1,Newtral
178,1,Newschecker
179,1,विश्वास न्यूज़ फैक्ट चेक हिंदी
180,1,Aaj Tak
181,1,Gigafact
182,1,dpa-factchecking
183,1,Samayam Telugu
184,1,tempo.co
185,1,FACTLY
186,1,Medical Dialogues
187,1,AFP Fact Check
188,1,dpa-factchecking
189,1,Tempo.co
190,1,PolitiFact
191,1,Australian Associated Press
192,1,TF1 Info
193,1,Apotheken Umschau
194,1,Factuel AFP
195,1,AajTak Bangla
196,1,Check Your Fact
197,1,FACTLY
198,1,AFP Fact Check
199,1,KGW
199,2,10TV
199,3,KREM
200,1,Вокс Україна
1,1,FactCheck.org
4,1,FactCheck.org
5,1,AFP Fact Check
6,1,Australian Associated Press
7,1,Australian Associated Press
8,1,India Today
9,1,Alt News
10,1,AFP Fact Check
11,1,USA Today
12,1,AFP Fact Check
13,1,USA Today
14,1,VOA
15,1,India Today
16,1,USA Today
17,1,Lighthouse Journalism
19,1,The Quint
20,1,Newsweek
21,1,VERA Files
22,1,Newsweek
23,1,AFP Fact Check
24,1,USA Today
25,1,BOOM Fact Check
26,1,USA Today
27,1,FactCheck.org
28,1,USA Today
29,1,Full Fact
30,1,PolitiFact
31,1,Snopes
32,1,The Quint
33,1,PolitiFact
34,1,AFP Fact Check
35,1,The Quint
36,1,USA Today
37,1,The Quint
38,1,ABC10
39,1,Logically Facts
40,1,Logically Facts
41,1,Logically Facts
42,1,Full Fact
43,1,Logically Facts
44,1,PolitiFact
1,1,Factuel AFP
4,1,Science Feedback
5,1,Telugu Post
7,1,WCNC
8,1,فکت‌نامه
9,1,THIP Media
10,1,Lupa - UOL
11,1,Вистиномер
12,1,Aos Fatos
13,1,Lupa - UOL
14,1,Lupa - UOL
15,1,Вистиномер
16,1,VOA
17,1,Logically Facts
18,1,FactCheck.org
19,1,UOL Notícias
21,1,Science Feedback
22,1,UOL Notícias
23,1,美國之音粵語網
24,1,Logically Facts
25,1,Newtral
27,1,CBS 19
28,1,Univision
29,1,Factchecker
30,1,Rappler
31,1,Aaj Tak
33,1,AFP Fact Check
34,1,AFP Factual
35,1,BOOM Fact Check
36,1,Snopes
37,1,Agência Pública
38,1,Lupa - UOL
39,1,Boatos.org
40,1,Fast Check 🔍
41,1,Univision
42,1,The Quint
43,1,AFP Fact Check
44,1,AFP Factual
45,1,BOOM Fact Check
